INVESTIGATION_ID,Location,Sublocation,Desc,Status
5443643,Rear Yard,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Closed
5445570,Rear,,Eavestrough or roof gutter does not discharge in to a downpipe to drain roof surfaces.,Closed
5445570,Rear,,The roof or one of its components is not weather tight.,Closed
5445868,,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5445868,,,The exterior columns and their components are not being maintained in good repair.,Open
5445868,,,The protective/decorative finish on the exterior surfaces is not being maintained in good repair.,Open
5445868,,,The exterior walls and their components are not being maintained in good repair.,Open
5445868,,,The protective/decorative finish on the exterior surfaces is not being maintained in good repair.,Closed
5447624,,,The cupboard is not maintained in good repair and good working order.,Substantially Complete
5447624,,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair.",Substantially Complete
5447624,,,Exterior landing not maintained.,Substantially Complete
5438250,EXTERIOR,,Exterior garbage bin(s) has no cover.,Closed
5461241,Accessory Building,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Open
5461342,Front Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to furniture on front yard. ",Closed
5441984,Elevator,,"Elevator(s) is not maintained in a clean condition.Namely, elevator mats are not maintained clean.",Closed
5442013,Underground Parking Area,,"The plumbing system is not kept in good working order.Namely, Underground pipe wrap not maintained.",Closed
5442013,Underground Parking Area,,"The safe-exit door, the frame of a safe-exit door and the wall adjacent to the safe-exit door to a distance of one (1) metre on both sides of the frame, and to a height of three (3) metres above the floor or to the soffit above the bulkhead over the door is not the required coloured green.Namely, underground garage door not painted green.",Open
5442013,Basement,,"Door(s), passageway(s) and/or exit(s), not maintained free from hazardous condition, obstruction and impediments.Interior door within parking area is not maintained free from hazardous conditions.",Closed
5442013,Throughout Building,,"Previously finished wall(s) in the public area of the property are not renewed or refinished, when necessary, to maintain a similar appearance.Painted surfaces throughout are not renewed.",Open
5442013,Throughout Building,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5442013,Throughout Building,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, walls and trim is not maintained free of damaged and deteriorated elements.",Open
5453170,Exterior,,"The yard is not being maintained free of weeds.Namely overgrown front yard, parking area at the rear and throughout all exterior of building.",Open
5453170,Exterior Of Building,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.Namely rear parking area fallen/dead trees, branches brush and dead leaves.",Open
5453170,Front Yard,,"The property contains shrubs and/or hedges which are overgrown and require trimming.Namely overgrown hedges, shrubs, trees or other plants throughout the exterior of the building.",Open
5453715,,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5453715,Rear,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5435060,EXTERIOR,,"Equipment/attachment appurtenant to the building is not being maintained in good repair, namely, the (canopy, marquee, sign, awning, screen, grille, stairway, pipe, duct,  standpipe, air conditioner. Etc).",Closed
5435060,INTERIOR,,The plumbing system is not kept free from leaks or defects.,Closed
5435175,,,The retaining wall is not being maintained in a structurally sound and/or plumb condition.,Closed
5435549,Basement,Spare Room,"The floor and every appurtenance, surface cover and finish is not maintained. Namely replace all water damaged flooring.",Open
5435549,Basement,Spare Room,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.  Namely remove and replace water damaged walls and baseboards.",Open
5435827,Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to, yard waste bags, plastic bags, pails, wood pieces, tire, inoperative vehicle Honda tan coloured Odyssey, Plate # CLSD 037.",Closed
5435924,Throughout Dwelling Unit,,The property is not being kept free of pests.,Closed
5435985,Roof Of Building,Chimney,"Chimney, smoke stack or supporting member is not maintained in good repair and/or free from defects.",Closed
5447287,Throughout Property,INcluding rear laneway - Fronting Garage.,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste, loose litter, debris and cardboard.",Closed
5452840,Throughout Property,,The air conditioning system is not operating so as to maintain an indoor temperature of not more than twenty-six degrees Celsius (26?C).,Closed
5435926,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5450072,Exterior,,"The fence, screen and/or other enclosure around or on the property is not being maintained free from hazards.",Closed
5461203,Dwelling Unit,,"Dwelling unit does not have an adequate supply of potable running water.Namely, the kitchen sink and bathroom shower have very low water pressure. ",Closed
5461329,Kitchen,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely, holes and gaps under kitchen sink.",Open
5451432,Hall,,"Repair(s) does not reasonably match existing wall(s)Namely, the refinished surface does not match the pre-existing colour. ",Open
5423937,Parking Area,,"Driveway(s) and/or similar areas not maintained. Namely, pavement is cracked and deteriorated, and there are potholes.",Substantially Complete
5423937,Exterior Of Building,,"Exterior steps not maintained. Namely, some cracks/ gaps along the foundation of the steps on North and South side of building.",Closed
5423937,Walkway,,"Exterior walkway not maintained. Namely, walkway is uneven and has gaps.",Closed
5423956,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5424109,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, garbage, yard waste, car parts, batteries, ladders, metal scrap/parts, doors, wood, and any other waste or debris.",Substantially Complete
5425883,Entrance Door ,,Exterior door has deteriorated/ineffective weather-proofing. Namely: Weather stripping around entrance door found in state of disrepair. ,Closed
5425883,Unit Interior,Kitchen ,The property has not been repaired in accordance with the standards. Namely: Kitchen intake/exhaust vent found in state of disrepair. ,Closed
5430637,Roof Of Building,Roof Of Building,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials.",Substantially Complete
5430638,Throughout Building,,"The property is not maintained and/or kept clean in accordance with the standards.Namely, interior corridors and stairwells not kept clean",Closed
5430414,Front Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter, debris, plastics, cigarete ends and pile of stones on front yard.",Closed
5430399,Throughout Property,Exterior,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste, renovation waste, stones and concrete. Remove all waste.",Closed
5419822,South East,Garbage Area,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to brick/interlocking stone, wood and metal pieces, loose litter and gargage",Closed
5425721,Rear West,,A barrier or deflector to prevent lighting and motorized or non-motorized vehicle lighting from shining directly into a dwelling unit is not provided and/or maintained.,Open
5426418,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to household and construction waste and debris.",Closed
5291132,,,All repairs shall be made with materials that are suitable and sufficient for the purpose,Open
5427684,Parking Area,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste and debris.",Closed
5428180,Front East,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5428180,South,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5428180,Rear West,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5428180,North,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5429764,Entranceway,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.",Open
5414397,Exterior Of Building,Front Entrance,"The retaining wall is not being maintained in good repair.Namely, the retaining wall in the front entrance of the building is deteriorating, damaged and toppling.",Open
5415385,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, Wall under the washroom washbasin is not free of deteriorated surface material.",Closed
5415385,Living Room,,"The electrical receptacle are not  maintained in good working order.Namely, Electrical receptacle not in good repair. ",Closed
5415385,Bathroom,,"Floor is not reasonably impervious to water. Namely, Caulking around the bathtub is deteriorated and not effectively sealing against water.",Closed
5418380,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5421250,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to water tanks, AC units, cardboard, plastic bags, wooden skids, car seats, discarded furniture, wood, metal scraps, compressors, hoses, lamps, loose waste and debris.",Open
5421382,North Front East,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Closed
5426525,Exterior Of Building,,"The exterior walls and their components are not being maintained in good repair.Namely, there is spalling/delaminated brick as well as brick and mortar joints that are in deteriorated and in disrepair. ",Closed
5426525,Entranceway,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.Namely, the steps and the threshold leading to the front entrance are cracked and deteriorated. ",Closed
5430764,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to old wood, old bikes, car tires, loose garbage, black garage bags filled with waste, old inside furniture, old  blue tarp, yard waste etc.",Open
5430971,Exterior Of Building,Driveway,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to overflowing waste bin in the mutual driveway.",Closed
5431187,Rear,North Side of Building,"The roof or one of its components is not weather tight. Shingles are missing, creating an opening.",Open
5431187,East Side of Building,South Side of Building,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials. Shingles not secured.",Open
5431187,Rear Yard,North Side of Property,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5431191,West Side of Property,South West,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Open
5431191,East Side of Building,South East,Down pipe not maintained free from leaks and/or defects.,Open
5434075,Roof Deck,,"Roof decks, catwalks and/or related guards are not maintained in good repair. Namely: Roof deck found in state of disrepair (not properly secured to building). ",Closed
5456268,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to foam mattress, plastic bin, cleaning supplies, etc... Driveway also full of waste including but not limited to bikes, car matts, yard waste, cardboard, foodstuffs, loos litter and debris.",Open
5445301,Throughout Building,all stairways,"The floor and every appurtenance, surface cover and finish is not reasonably smooth and level. Namely, the floor on the landings in the stairways are uneven and a tripping hazard.",Closed
5445301,Laundry Room,Laundry Room,"Floor(s) and/or floor covering(s) not maintained free from trip or other hazardous condition. Namely, there are pieces of a tile missing.",Closed
5445301,Mail Room,Mail Room,Mailbox or mail receptacle is not maintained in good repair.,Open
5445301,Laundry Room,Laundry Room,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, window sill has paint peeling.",Open
5445301,South,Entranceway,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, bottom of wall near doorframe damaged.",Closed
5445301,Laundry Room,Laundry Room,"Exterior window does not prevent the entry of pests.Namely, there is a hole in the window.",Closed
5445301,South,Entranceway,"Exterior door has defective hardware.Namely, exterior door is not kept secure.",Closed
5445367,West Side of Property,West Side Yard,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Open
5447097,Top of roof ,,The roof or one of its components is not weather tight.Namely; Hole in roof.,Open
5447097,Top of Roof , Soffit,The property is not being kept free of conditions which may encourage infestation.Namely; Holes in roof/soffit allowing raccoons and pests in. ,Open
5440245,East side of Building,,"The exterior walls and their components are not being maintained in good repair.Namely, there is a tile missing underneath a basement level  window on the East side of building. ",Open
5440245,Throughout Building,,"The exterior walls and their components are not being maintained free from loose or unsecured objects or materials.Namely, there are loose and hanging wires throughout the exterior of the building. ",Open
5440245,West side of Building,,"The protective/decorative finish on the exterior surfaces is not being maintained in good repair.Namely, the flashing that is used to protect the exterior boiler room is rusted and deteriorated. ",Closed
5440245,West side of Building,,"Exterior walkway not maintained.Namely, the concrete landing outside of the boiler room door is cracked and deteriorated. ",Open
5440245,Exterior Of Building,,"Exterior window(s) with broken/cracked glass.Namely, a number of windows are broken and not in good repair. ",Open
5440245,Exterior Of Building,,"Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.Namely, there are a number of damaged and missing screens throughout. ",Open
5440245,Exterior Of Building,,"Openings in exterior wall not protected with suitable materials.Namely, there are two housing for exterior light fixture that are not covered. ",Closed
5461833,,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion. Namely, complete removal of dead tree.",Closed
5462228,Stairway,,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Open
5462228,Stairway,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Open
5462228,Stairway,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Open
5462228,,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Open
5456520,Exterior Of Building,South,"The garbage containers are not equipped with a tight-fitting cover.Namely, green GFL garbage bin is not equipped with a tight fitting cover.",Closed
5456520,Exterior Of Building,south,"Garbage containers are not maintained in a clean state.Namely, green GFL garbage container contains damaged and deteriorated materials, and is missing a wheel.",Closed
5456520,Exterior Of Building,south,"The garbage containers are not equipped with a tight-fitting cover.Namely, first blue garbage bin is not equipped with a tight fitting cover.",Closed
5456520,Exterior Of Building,south,"Exterior garbage bin(s) has no cover.Namely, second blue garbage bin is not equipped with a tight fitting cover.",Closed
5456620,carport,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste under black tarp in carport and all other loose litter and debris.",Open
5456344,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to pieces of wood and lumber in front and side yard .",Open
5444370,Kitchen,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5444370,Kitchen,,Repair(s) does not reasonably match existing ceiling(s).,Closed
5444370,Kitchen,,The supplied appliance(s) is not maintained in good repair and good working order. ,Closed
5444397,Dwelling Unit,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely,Front door is in disrepair ",Open
5444370,Kitchen,,The lighting fixture is not protected from damage by the provision of wired glass or other suitable means of protection.,Closed
5444370,Kitchen,,The property is not being kept free of pests.,Closed
5444459,Rear Yard,,"Waste thrown, dumped, deposited on land that is not a highway within the City, including but not limited to;  ",Closed
5460812,,,Dwelling unit does not have an adequate supply of potable running water.,Open
5441787,Rear Yard,,The accessory building is not constructed and/or maintained in good repair.,Closed
5441787,Rear Yard,,Exterior yard surface and/or similar areas not maintained,Closed
5447097,Roof,,The property is not being kept free of pests.Namely; Raccoons in roof (torn up insulation on the ground from opening in soffit),Open
5447545,Exterior Of Building,,"The exterior walls and their components are not being maintained in good repair.Namely: building's exterior envelope has spalling, and delmaniation of bricks throughout. Mortar is missing in areas throughout exterior. ",Closed
5450797,Building,,Floor(s) and/or floor covering(s) not maintained free from trip or other hazardous condition.,Open
5432070,Interior,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in a clean and/or sanitary condition.",Open
5432070,Interior,Where required,"Previously finished wall(s) have marks, stains, graffiti, smoke damage, painted slogans and/or other defacements.",Open
5432070,Interior,hallways,Floor and/or floor covering not kept in a clean and sanitary condition,Open
5433788,Basement,Laundry Room,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: the wall located directly above the wash basin in the laundry room. ",Closed
5433788,Ground Floor,Side Of Building,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: the bottom wall beside the corner pad of the side door on ground level - interior. ",Closed
5433788,Ground Floor,Side Of Building,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely: The top of the door behind the door closer - side exit door.",Closed
5433788,Ground Floor,Lobby,"The treads and/or other appurtenant attachments and/or their supporting structural members are not being maintained free from defects/hazards.Namely, nosing treads on the first flight of stairs in front of the lobby on ground level. ",Closed
5433788, 2nd Floor,Window facing Kingston Road,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: cracks, peeling paint on the window corner of the wall - 2nd floor stairwell (Facing Kingston Rd).",Closed
5443585,Throughout Dwelling Unit,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Repair all ceilings. Ensure to match texture and color. ",Open
5443585,,,"The supplied facility, namely oven, is not kept in a satisfactory working condition. Repair.",Open
5443585,Entranceway,Door,"Exterior door frame (JAMB), not maintained in good repair. Replace door jamb.",Open
5443585,Throughout Dwelling Unit,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5443585,Washroom,Sink,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5443585,Washroom,Shower,"Previously finished surface(s) are not renewed or refinished, when necessary, to maintain a similar appearance. Remove black stained silicone and install new around tub and shower. ",Open
5443585,Washroom,Ceiling Fan,The ventilation fan is not kept in good repair. Repair ceiling fan. ,Open
5443585,Washroom,Wall nearest Tub,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5458524,Throughout Building,stairwells,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5458524,Throughout Building,stairwells,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings.",Closed
5458524,Throughout Building,stairwells,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5458525,Throughout Building,stairwells,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Open
5458525,Throughout Building,stairwells,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings.",Open
5458562,Throughout Property,Roof Of Building,"Eavestrough, roof gutter, flashing and/or down pipe not maintained free from obstructions.",Open
5458562,Roof Of The Garage,,The roof or one of its components is not weather tight.,Open
5458562,Throughout Property,,The yard is not being maintained free of heavy undergrowth.,Open
5458562,Throughout Property,,"The hedge(s), shrub(s), tree(s) and/or plant has been planted and/or maintained in a manner which is obstructing the view of vehicular traffic.",Open
5458562,Throughout Property,,"The hedge(s), shrub(s), tree(s) and/or plant has been planted and/or maintained in a manner which is overhanging and/or encroaching upon the pavement, sidewalk or travelled portion of a street or highway.",Open
5458565,Garage Area,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to a blue Honda Accord with decals, no license plate, and 2 deflated tires.",Open
5458565,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited towood, weathered building supplies, metal bins and containers, metal fencing, traffic delineators, plastic bins and containers, cardboard, discarded ceiling tiles, glass, loose waste and debris.",Open
5458573,Rear Yard,Accessory Building,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials.",Closed
5458646,Rear Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to tires, cardboard, lawn/weeds, furniture, overgrowth patio and fence.",Closed
5438377,Parking Area,"Parking Area, lower level","Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to. Namely, waste scattered throughout lower level of parking structure.",Closed
5461178,Stairway,,"A window in a stairway that extends to less than 1,070 millimetres above the landing is protected by a guard that is less than 1,070 millimetres high measured to the top of the guard from the surface of the landing. ",Closed
5462110,In front of the garage.,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to misceleneaous junkies and yard waste (grass) stored in front of the garage.",Open
5457429,rear yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion. Namely, remove dead elm tree in rear yard.",Open
5437279,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to 1 opened garbage bag at North East side of property, loose waste and debris.",Open
5479882,Unit 603,Bathroom,The plumbing system is not kept in a clean and sanitary condition.Namely: Pipes within the ceiling of the bathroom are contaminated and stained as a result of plumbing leak. ,Closed
5479882,Unit 703,Bathroom,,Closed
5472267,Stairway,Throughout Building,Required guard does not prevent the passage of a spherical object having a diameter of 100 millimetres,Closed
5472267,Stairway,Throughout Building,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5461329,Kitchen,,"The cupboard is not maintained in good repair and good working order. Namely, kitchen cupboards are deteriorating, not closing and not aligned. ",Open
5447624,,,The supplied piece(s) of equipment and/or appliance(s) in or on the property is not kept in a satisfactory working condition.,Substantially Complete
5447624,,,The garbage containers are not equipped with a tight-fitting cover.,Substantially Complete
5447733,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Substantially Complete
5441896,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, Kitchen walls damaged. ",Open
5441896,,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, Kitchen cupboards damaged.",Open
5441896,,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, Kitchen countertop damaged.",Open
5458196,Stairway,Throughout Building,"Required handrails on stairs or ramps are less than 865mm or more than 965mm high. Namely, the handrail height throughout the building stairwells.",Closed
5458196,Stairway,Throughout Building,"The location and size of openings present a hazard as they are designed with members or attachments between 140 millimetres and 900 millimetres above the level protected by the guard which facilitate climbing.Namely, throughout the stairwells in the building.",Closed
5447502,,,Supplied hot water is not provided with a temperature range from 45 degrees Celsius to 60 degrees Celsius.,Closed
5447502,,,Supplied hot water is not provided with a temperature range from 45 degrees Celsius to 60 degrees Celsius.,Closed
5451555,West Side of Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter, cardboard, filled plastic bags, tires.",Closed
5451842,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to cardboard boxes and garbage bags in rear yard area.",Open
5451844,,,The swimming pool enclosure fails to completely enclose the area in which the swimming pool is located.,Closed
5451844,,,"Single gate swimming pool enclosure gate is not self closing or equipped with a lockable, self-latching device located on the inside near the top of the gate or on the outside at least 1.5 metres above grade.",Closed
5461965,Exterior Of Building,Rear,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to accumulation of cardboard, white plastic containers, overflowing organic and recycling bins, along with loose litter and debris throughout the rear lot.",Closed
5461993,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to paper, plastic, wood, rubber, glass, cardboard, metal, styrofoam, household items, bags, and debris.",Open
5462075,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.Namely, dead oak tree in rear yard requires complete removal using proper arboricultural practises",Open
5436547,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5436581,Exterior,,The guards and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair.,Closed
5436581,Exterior,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5436581,Exterior,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5436581,Exterior,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Closed
5436581,Exterior,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.",Closed
5436581,Exterior,,The property has not been repaired in accordance with the standards.,Closed
5436581,Exterior,,"In a dwelling unit, a window located more than 2,000 millimetres above grade opens within 1,500 millimetres of the floor not leading to a balcony does not employ a controlled sash operation to restrict, when engaged, the opening of the operable sash to not more than 100 millimetres.",Closed
5436581,Exterior,,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.,Closed
5436581,Exterior,,Exterior window(s) with broken/cracked glass.,Closed
5436581,Exterior,,Parking space(s) and/or similar areas not maintained.,Closed
5436581,Exterior,,Exterior yard that is used for the parking or storage of motorized vehicles or surfaced with a material impervious to water is not maintained so as parking space marking are to be clearly visible.,Closed
5436581,Exterior,,The exterior walls and their components are not being maintained in good repair.,Closed
5436581,Exterior,,The electrical fixtures are not maintained in good working order.,Closed
5436581,Exterior,,Mailbox or mail recepacle  is not maintained in good repair.,Closed
5440174,"Front Yard, Side Yard, Driveway",,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.Namely; Tires and other debris on property. ",Open
5462030,,,"Roof drainage discharging at more than one hundred and fifty (150) millimetres above grade.Namely, Downpipe does not discharge below 150 millimetres above grade.",Closed
5462030,,,Roof drainage not discharging directly into the building drain.Roof gutter not constructed in manner to adequately collect rain water from roof.,Closed
5462030,,,"Above ground discharge from Downpipe or pipe is directed to discharge in a manner that is not contained on the property.Namely, Drainage not constructed in manner to adequately direct water from property ",Closed
5447389,West Side of Building,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to yards waste, construction debris and general loose litter",Open
5462524,Throughout Property,,"The property is not being kept free of conditions which may encourage infestation. Namely, holes throughout exterior of building. Overgrown vegetation",Closed
5461329,Kitchen,,"The kitchen fixture(s) and/or fitting is not maintained in good repair and good working order. Namely, kitchen faucet is leaking and loose from countertop.",Open
5431203,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter scattered around the property.",Open
5431243,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5432659,UNIT 208,,The property is not being kept free of pests.,Open
5418449,Front Yard,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5429213,Laundry Room,,The supplied facility in or on the property is not kept in a satisfactory working condition. Namely - Laundry machines found in state of disrepair ,Open
5431063,,,The foundation wall(s) of the building or structure are not being maintained in good repair.,Open
5431063,,,The property is not being kept free of conditions which may encourage infestation.,Open
5431063,,,The property is not being kept free of pests.,Open
5431063,,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5431063,,,"Vacant property not secured by fencing, wheel stops, bollards or similar devices to prevent unauthorized entry.",Open
5428506,Throughout Dwelling Unit,,The property is not being kept free of pests.,Open
5428506,Throughout Floor,,The property is not being kept free of pests.,Closed
5421838,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to: loose debris,  waste and garbage situated throughout property",Closed
5421864,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, garbage, dead pile of tree branches, Rusted metal equipment, garbage stored in shed, broken chair, boxes, tire, and any other discarded items or materials.",Substantially Complete
5421918,,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair.",Open
5421918,,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained free from obstructions.",Open
5421918,,,The roof or one of its components is not weather tight.,Open
5421918,,,The roof or one of it's components is not free from a hazardous condition.,Open
5421918,,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5421918,,,The property is not being kept free of conditions which may encourage infestation.,Open
5421918,,,Required guard does not prevent the passage of a spherical object having a diameter of 100 millimetres,Open
5421918,,,"Handrail not provided on at least one side of stairs or ramps less than 1,100mm in width",Open
5422025,Rear Yard,Parking lot,"The fence, screen and/or other enclosure around or on the property is not being maintained free from hazards.",Open
5422080,Rear Yard,Garage Area,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5431443,Rear Yard,,"The tree which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion.",Closed
